Nº Protocolo;Código DRE;DRE;Processo ;Código OSC Parceira;OSC Parceira;CNPJ;Código Escola;Unidade Educacional;Vagas Contratadas;Vagas Berçário Contratadas;Valor Mensal;Verba Locação;Valor Mensal IPTU;Data Início;Data Término;Situação Parceria;Data Solicitação Parceria;Data Lavratura do Termo;Data do Encerramento
4152018;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;6016.2017/0051737-0;301080;ASSIST COMUNIT E SOCIAL JARDIM ROBRU E ADJ VO ESTER;03.958.635/0001-94;308117;CR.P.CONV - VO ESTER;88;31;122419,34;4729,08;470,79;01/01/2023;31/12/2027;Aprovado;29/01/2018;31/01/2018;
1203;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2013-0.362.594-2;301080;ASSIST COMUNIT E SOCIAL JARDIM ROBRU E ADJ VO ESTER;56.826.191/0001-08;308117;CR.P.CONV - VO ESTER;70;23;60194,51;4977,98;0;30/01/2017;29/07/2019;Encerrado;14/08/2014;30/07/2014;02/03/2018
4632018;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;6016.2017/0051746-9;301080;ASSIST COMUNIT E SOCIAL JARDIM ROBRU E ADJ VO ESTER;56.826.191/0001-08;308562;CR.P.CONV - VO ESTER II;100;34;134867,42;5300;25,92;01/01/2023;31/12/2027;Aprovado;02/02/2018;31/01/2018;
2359;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.282.523-2;301080;ASSIST COMUNIT E SOCIAL JARDIM ROBRU E ADJ VO ESTER;58.105.826/0001-03;308562;CR.P.CONV - VO ESTER II;74;31;56766,05;3496;0;18/12/2015;17/06/2018;Encerrado;27/10/2015;18/12/2015;02/03/2018
3582018;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;6016.2017/0051748-5;300862;ASS DOS MORADORES DO JARDIM AUREA;04.064.642/0001-05;308116;CR.P.CONV - VO ZEFINHA;62;18;87893,75;2100;64,57;01/01/2023;31/12/2027;Aprovado;20/01/2018;31/01/2018;
1827;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2013-0.380.460-0;300862;ASS DOS MORADORES DO JARDIM AUREA;04.064.642/0001-05;308116;CR.P.CONV - VO ZEFINHA;65;16;53583,21;3000;0;21/01/2017;20/07/2019;Encerrado;02/04/2015;21/07/2014;02/03/2018
4952018;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;6016.2017/0051751-5;300815;INSTITUTO DE ACAO SOCIAL FORCA E VIDA;03.978.010/0001-94;307683;CR.P.CONV - VOVO ADELAIDE;88;53;132838,91;4890;423,54;01/01/2023;31/12/2027;Aprovado;05/02/2018;31/01/2018;
4852;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2016-0.246.100-3;300815;INSTITUTO DE ACAO SOCIAL FORCA E VIDA;12.807.206/0001-07;307683;CR.P.CONV - VOVO ADELAIDE;70;23;58145,13;4656,21;0;08/12/2016;07/06/2019;Encerrado;05/12/2016;07/12/2016;06/03/2018
807;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2011-0.318.085-8;300815;INSTITUTO DE ACAO SOCIAL FORCA E VIDA;73.789.091/0001-60;307683;CR.P.CONV - VOVO ADELAIDE;70;23;50176,79;4656,21;206,28;08/06/2014;07/12/2016;Encerrado;28/07/2014;08/12/2011;07/12/2016
3642018;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;6016.2017/0051749-3;300146;ASS BRISA DA MANHA;12.807.206/0001-07;308020;CR.P.CONV - VOVO EFIGENIA;115;44;127552,68;6865,6;693,58;01/01/2018;31/12/2022;Encerrado;20/01/2018;31/01/2018;31/03/2020
2466;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.275.543-9;300146;ASS BRISA DA MANHA;12.807.206/0001-07;308020;CR.P.CONV - VOVO EFIGENIA;96;96;87510,44;8582;0;16/11/2015;15/05/2018;Encerrado;18/11/2015;18/11/2015;05/03/2018
630;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2013-0.253.363-7;300146;ASS BRISA DA MANHA;05.601.329/0001-21;308020;CR.P.CONV - VOVO EFIGENIA;96;96;75241,9;5000;661,1;13/12/2013;12/06/2016;Encerrado;15/07/2014;13/12/2013;15/11/2015
642023;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;6016.2023/0086561-1;800819;ASSOCIAÇÃO PARA QUALIFICAÇÃO PROFISSIONAL SOCIAL DOS MORADOR;07.278.862/0001-20;306853;CR.P.CONV - VOVO ELENI;108;54;150725,07;4644,33;0;21/07/2023;20/07/2028;Aprovado;21/07/2023;21/07/2023;
3272018;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;6016.2017/0051753-1;800090;ASSOCIAÇÃO AGREGANDO VALORES A VIDA;07.278.862/0001-20;308405;CR.P.CONV - VOVO FATIMA;73;24;102532,89;3176,8;69,87;01/01/2023;31/12/2027;Aprovado;19/01/2018;31/01/2018;
2228;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.198.803-0;800090;ASSOCIAÇÃO AGREGANDO VALORES A VIDA;65.505.984/0001-08;308405;CR.P.CONV - VOVO FATIMA;75;25;56166,25;3750;0;01/09/2015;28/02/2018;Encerrado;01/09/2015;01/09/2015;27/02/2018
2112019;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;6016.2019/0073040-9;800090;ASSOCIAÇÃO AGREGANDO VALORES A VIDA;65.505.984/0001-08;307292;CR.P.CONV - VOVO FATIMA II;70;33;105224,72;3982,52;670,75;01/11/2019;31/10/2024;Aprovado;01/11/2019;01/11/2019;
2102019;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;6016.2019/0073006-9;800090;ASSOCIAÇÃO AGREGANDO VALORES A VIDA;03.816.478/0001-82;308686;CR.P.CONV - VOVO FATIMA III;142;70;189164,6;6585,18;0;01/11/2019;31/10/2024;Aprovado;01/11/2019;01/11/2019;
4392018;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;6016.2017/0051755-8;300842;SOCIEDADE BENEFICENTE FLOR DO CAMPO DO JARDIM CELIA;03.816.478/0001-82;308463;CR.P.CONV - VOVO MARIA;98;32;104081,77;1037,17;0;01/01/2018;31/12/2022;Encerrado;30/01/2018;31/01/2018;31/05/2020
2261;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.178.611-0;300842;SOCIEDADE BENEFICENTE FLOR DO CAMPO DO JARDIM CELIA;14.682.279/0001-45;308463;CR.P.CONV - VOVO MARIA;89;32;66256,22;5148;0;18/09/2015;17/03/2018;Encerrado;06/10/2015;18/09/2015;02/03/2018
4552018;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;6016.2017/0051756-6;300865;ASS NOVA ESPERANCA;43.082.197/0001-68;308024;CR.P.CONV - VOVO NAZIRA, CEI;70;36;89050,48;5873,36;313,12;01/01/2018;31/12/2022;Encerrado;01/02/2018;31/01/2018;06/10/2020
2597;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.305.516-3;300865;ASS NOVA ESPERANCA;43.082.197/0001-68;308024;CR.P.CONV - VOVO NAZIRA, CEI;78;18;61360,01;6525,96;308,63;01/02/2016;31/07/2018;Encerrado;01/03/2016;29/02/2016;05/03/2018
638;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2013-0.345.366-1;300865;ASS NOVA ESPERANCA;43.082.197/0001-68;308024;CR.P.CONV - VOVO NAZIRA, CEI;75;32;53553,71;5688;257,11;21/12/2013;20/06/2016;Encerrado;15/07/2014;23/12/2013;31/01/2016
4002018;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;6016.2017/0051757-4;301009;ASS COMUNITARIA RAIO DE SOL;47.413.513/0001-98;308530;CR.P.CONV - VOVO VANDA;70;25;81140,85;2464;0;01/01/2018;31/12/2022;Encerrado;29/01/2018;31/01/2018;22/07/2022
2534;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.324.094-7;301009;ASS COMUNITARIA RAIO DE SOL;47.413.513/0001-98;308530;CR.P.CONV - VOVO VANDA;70;32;54547,24;3080;0;18/12/2015;17/06/2018;Encerrado;17/12/2015;18/12/2015;02/03/2018
1302021;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;6016.2021/0097139-6;300815;INSTITUTO DE ACAO SOCIAL FORCA E VIDA;02.082.848/0001-32;309744;CR.P.CONV - VOVO VERA;68;32;103571,05;5121,47;300,46;30/09/2021;29/09/2026;Aprovado;30/09/2021;30/09/2021;
1312021;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;6016.2021/0099553-8;300765;UNIAO COMUNITARIA DE MULHERES DO JARDIM NAIR;04.715.127/0001-48;309743;CR.P.CONV - ZOE;280;142;359143,72;25402,64;2967,78;30/09/2021;29/09/2026;Aprovado;30/09/2021;30/09/2021;
2380;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2015-0.288.995-8;300130;ASS BENEFICENTE MUNDO ENCANTADO;04.715.127/0001-48;;BRINCADEIRA DE CRIANCA;203;89;136270,89;12000;0;09/12/2015;08/06/2018;Encerrado;29/10/2015;09/12/2015;16/02/2016
6102018;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;6016.2018/0015835-5;300166;ASSOCIACAO BENEFICENTE AMAC;00.090.616/0001-09;;CASTELO ENCANTADO;104;67;7130;7130;0;;;Reprovado;04/04/2018;;
1872017;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;6016.2017/0051793-0;300684;ASS POPULAR DE SAUDE;00.090.616/0001-09;400711;CEI INDIR - ADHEMAR FERREIRA CASTILHO, PROF;167;53;195352,27;0;0;01/01/2023;31/12/2027;Aprovado;02/10/2017;30/11/2017;
1747;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2014-0.141.860-7;300684;ASS POPULAR DE SAUDE;04.715.127/0001-48;400711;CEI INDIR - ADHEMAR FERREIRA CASTILHO, PROF;166;37;107806,25;0;0;24/01/2017;23/07/2019;Encerrado;25/03/2015;23/07/2014;31/12/2017
651;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2009-0.055.585-4;300684;ASS POPULAR DE SAUDE;03.978.010/0001-94;400711;CEI INDIR - ADHEMAR FERREIRA CASTILHO, PROF;166;37;80125;0;0;24/01/2012;23/07/2014;Encerrado;16/07/2014;24/01/2012;
1132017;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;6016.2017/0053870-9;300712;ORG NAC DE DEFESA E APOIO DA CCA ADOL IDOSO E MEIO AMBIENTE;54.282.215/0001-71;400767;CEI INDIR - ALFAZEMAS I;225;103;266883,45;0;0;28/12/2022;27/12/2027;Aprovado;25/08/2017;11/12/2017;
678;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2012-0.323.760-5;300712;ORG NAC DE DEFESA E APOIO DA CCA ADOL IDOSO E MEIO AMBIENTE;54.282.215/0001-71;400767;CEI INDIR - ALFAZEMAS I;222;75;125637,66;0;0;28/06/2015;27/12/2017;Encerrado;18/07/2014;28/12/2012;27/12/2017
12062017;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;6016.2017/0052199-7;300320;CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO;54.282.215/0001-71;400592;CEI INDIR - ANIS AIDAR, DR;213;78;245218,68;0;0;01/01/2023;31/12/2027;Aprovado;27/12/2017;29/12/2017;
818;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2011-0.053.084-0;300320;CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO;03.205.769/0001-34;400592;CEI INDIR - ANIS AIDAR, DR;175;66;111567,93;0;0;15/03/2016;14/09/2018;Encerrado;29/07/2014;13/09/2013;31/12/2017
1222017;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;6016.2017/0057909-0;300711;NUCLEO DE APOIO E DESENVOLVIMENTO HUMANO - NADHU;03.205.769/0001-34;400453;CEI INDIR - ANTONIO ELPIDIO DA SILVA;132;50;164915,82;0;0;01/01/2023;31/12/2027;Aprovado;01/09/2017;29/12/2017;
759;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2013-0.030.978-0;300711;NUCLEO DE APOIO E DESENVOLVIMENTO HUMANO - NADHU;03.205.769/0001-34;400453;CEI INDIR - ANTONIO ELPIDIO DA SILVA;132;50;84834,74;0;0;21/07/2015;20/01/2018;Encerrado;25/07/2014;25/03/2013;31/12/2017
6192017;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;6016.2017/0052755-3;300246;ASSOCIAÇÃO EVANGELICA BENEFICENTE - AEB;03.205.769/0001-34;400320;CEI INDIR - BELEM;181;65;212586,11;0;0;01/01/2023;31/12/2027;Aprovado;01/12/2017;29/12/2017;
871;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2012-0.319.687-0;300246;ASSOCIAÇÃO EVANGELICA BENEFICENTE - AEB;68.476.027/0001-99;400320;CEI INDIR - BELEM;199;103;122181,46;0;0;01/07/2015;31/12/2017;Encerrado;30/07/2014;28/12/2012;31/12/2017
792023;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;6016.2023/0120301-9;300445;INSTTUTO CRIANCA CIDADA;68.476.027/0001-99;400895;CEI INDIR - CANDIDO ANTONIO JOSE FRANCISCO MENDES DE ALMEIDA;205;106;251699,6;0;0;23/10/2023;22/10/2028;Aprovado;23/10/2023;23/10/2023;
7892017;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;6016.2017/0055712-6;300428;CRUZADA PRO INFANCIA;97.334.676/0001-53;400614;CEI INDIR - CARRAO I;166;68;201549,56;0;0;01/01/2023;31/12/2027;Aprovado;12/12/2017;29/12/2017;
691;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2009-0.139.431-5;300428;CRUZADA PRO INFANCIA;97.334.676/0001-53;400614;CEI INDIR - CARRAO I;176;62;119054,8;0;0;01/02/2017;31/08/2019;Encerrado;21/07/2014;15/12/2011;31/12/2017
13572017;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;6016.2017/0053013-9;300502;INSTITUTO SAO PAULO MELHOR;22.638.624/0001-71;306364;CEI INDIR - CASA DA CRIANCA;155;57;152173,45;0;0;01/01/2018;31/12/2022;Encerrado;28/12/2017;29/12/2017;31/10/2019
2362019;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;6016.2019/0070931-0;300676;ASSOCIAÇÃO PROJETO RAÍZES;22.638.624/0001-71;306364;CEI INDIR - CASA DA CRIANCA;196;57;221280,41;0;0;01/11/2019;31/10/2024;Aprovado;05/11/2019;01/11/2019;
5012018;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;6016.2017/0058426-3;300973;ASSOCIACAO COMUNITARIA EDUCACIONAL BRILHO DOURADO;73.862.963/0001-78;400766;CEI INDIR - CONJUNTO HABITACIONAL PADRE MANOEL DE PAIVA;207;78;240241,92;0;0;01/01/2023;31/12/2027;Aprovado;06/02/2018;29/12/2017;
72;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2013-0.238.491-7;300973;ASSOCIACAO COMUNITARIA EDUCACIONAL BRILHO DOURADO;73.862.963/0001-78;400766;CEI INDIR - CONJUNTO HABITACIONAL PADRE MANOEL DE PAIVA;210;89;132780,72;0;0;31/07/2016;30/01/2019;Encerrado;24/03/2014;31/01/2014;31/12/2017
1572017;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;6016.2017/0058619-3;300428;CRUZADA PRO INFANCIA;13.921.177/0001-72;400589;CEI INDIR - GALILEU MENON;264;57;277683,69;0;0;01/01/2023;31/12/2027;Aprovado;22/09/2017;29/12/2017;
717;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2009-0.226.968-9;300428;CRUZADA PRO INFANCIA;13.921.177/0001-72;400589;CEI INDIR - GALILEU MENON;258;114;171847,98;0;0;23/03/2017;22/09/2019;Encerrado;23/07/2014;23/09/2009;31/12/2017
1072017;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;6016.2017/0058562-6;300712;ORG NAC DE DEFESA E APOIO DA CCA ADOL IDOSO E MEIO AMBIENTE;54.282.215/0001-71;400343;CEI INDIR - JARDIM CASTELO;140;58;175299,1;0;0;01/01/2023;31/12/2027;Aprovado;25/08/2017;29/12/2017;
665;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2014-0.106.956-4;300712;ORG NAC DE DEFESA E APOIO DA CCA ADOL IDOSO E MEIO AMBIENTE;54.282.215/0001-71;400343;CEI INDIR - JARDIM CASTELO;157;27;97747,98;0;0;26/11/2016;25/05/2019;Encerrado;17/07/2014;26/05/2014;31/12/2017
11862017;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;6016.2017/0050336-0;300275;CENTRO SOCIAL DA PAROQUIA SANTA LUZIA;03.816.478/0001-82;400312;CEI INDIR - JARDIM NORDESTE;144;62;180490,74;0;0;01/01/2023;31/12/2027;Aprovado;27/12/2017;29/12/2017;
980;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2013-0.039.792-2;300275;CENTRO SOCIAL DA PAROQUIA SANTA LUZIA;03.816.478/0001-82;400312;CEI INDIR - JARDIM NORDESTE;158;66;99665,98;0;0;24/07/2015;23/01/2018;Encerrado;01/08/2014;11/04/2013;31/12/2017
4892017;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;6016.2017/0050674-2;300154;ASS CASA DOS DEFICIENTES DE ERMELINO MATARAZZO;58.632.282/0001-20;400311;CEI INDIR - JARDIM SAO NICOLAU;155;69;192893,95;0;0;01/01/2023;31/12/2027;Aprovado;21/11/2017;30/11/2017;
1043;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2013-0.043.362-7;300154;ASS CASA DOS DEFICIENTES DE ERMELINO MATARAZZO;58.632.282/0001-20;400311;CEI INDIR - JARDIM SAO NICOLAU;147;49;91070,17;0;0;24/07/2015;23/01/2018;Encerrado;05/08/2014;10/04/2013;31/12/2017
12932017;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;6016.2017/0056049-6;300661;ASSOCIACAO BENEFICENTE DOS FUNCIONARIOS DO GRUPO MMC;58.632.282/0001-20;400273;CEI INDIR - JOCELYNE LOUISE CHAMUSEAU;140;41;167335,45;0;0;01/01/2023;31/12/2027;Aprovado;28/12/2017;29/12/2017;
998;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2013-0.047.631-8;300661;ASSOCIACAO BENEFICENTE DOS FUNCIONARIOS DO GRUPO MMC;10.577.353/0001-02;400273;CEI INDIR - JOCELYNE LOUISE CHAMUSEAU;151;46;92112,84;0;0;24/07/2015;23/01/2018;Encerrado;04/08/2014;10/04/2013;31/12/2017
1562017;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;6016.2017/0057882-4;300678;ASS LUIZ RAMOS NATAN STAMFATER;10.577.353/0001-02;400313;CEI INDIR - JOSE DE ANCHIETA, PE.;135;60;172088,7;0;0;01/01/2023;31/12/2027;Aprovado;22/09/2017;29/12/2017;
1028;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2013-0.062.760-0;300678;ASS LUIZ RAMOS NATAN STAMFATER;04.931.931/0001-64;400313;CEI INDIR - JOSE DE ANCHIETA, PE.;160;55;98032,05;0;0;24/07/2015;23/01/2018;Encerrado;04/08/2014;10/04/2013;31/12/2017
1032017;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;6016.2017/0040878-3;300712;ORG NAC DE DEFESA E APOIO DA CCA ADOL IDOSO E MEIO AMBIENTE;07.728.508/0001-50;400655;CEI INDIR - JOSE VIEIRA DE SANTANA;153;65;189361,23;0;0;13/11/2022;12/11/2027;Aprovado;24/08/2017;10/11/2017;
2189;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2015-0.072.894-9;300712;ORG NAC DE DEFESA E APOIO DA CCA ADOL IDOSO E MEIO AMBIENTE;07.728.508/0001-50;400655;CEI INDIR - JOSE VIEIRA DE SANTANA;153;48;90795,78;0;0;13/05/2015;12/11/2017;Encerrado;26/08/2015;13/05/2015;11/11/2017
674;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2007-0.228.200-2;300712;ORG NAC DE DEFESA E APOIO DA CCA ADOL IDOSO E MEIO AMBIENTE;10.898.283/0001-94;400655;CEI INDIR - JOSE VIEIRA DE SANTANA;153;48;77370;0;0;13/11/2012;12/05/2015;Encerrado;18/07/2014;08/10/2007;12/05/2015
1102017;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;6016.2017/0058580-4;300712;ORG NAC DE DEFESA E APOIO DA CCA ADOL IDOSO E MEIO AMBIENTE;73.862.963/0001-78;400344;CEI INDIR - JUAN CARLOS CASTRO GUARDIOLA, PE.;252;109;292089,57;0;0;01/01/2023;31/12/2027;Aprovado;25/08/2017;29/12/2017;
680;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2013-0.034.399-7;300712;ORG NAC DE DEFESA E APOIO DA CCA ADOL IDOSO E MEIO AMBIENTE;23.896.713/0001-80;400344;CEI INDIR - JUAN CARLOS CASTRO GUARDIOLA, PE.;272;65;148552,59;0;0;21/07/2015;20/01/2018;Encerrado;18/07/2014;12/03/2013;31/12/2017
1162017;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;6016.2017/0055707-0;300402;COORDENACAO REGIONAL DE OBRAS DE PROMOCAO HUMANA;03.591.920/0001-10;400615;CEI INDIR - MARIA ARMINDA NOGUEIRA, IRMA;188;48;210428,68;0;0;01/01/2023;31/12/2027;Aprovado;25/08/2017;29/12/2017;
1845;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2014-0.172.717-0;300402;COORDENACAO REGIONAL DE OBRAS DE PROMOCAO HUMANA;03.591.920/0001-10;400615;CEI INDIR - MARIA ARMINDA NOGUEIRA, IRMA;202;82;136699,58;0;0;01/02/2017;31/07/2019;Encerrado;08/04/2015;01/08/2014;31/12/2017
682;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2009-0.171.867-6;300402;COORDENACAO REGIONAL DE OBRAS DE PROMOCAO HUMANA;03.591.920/0001-10;400615;CEI INDIR - MARIA ARMINDA NOGUEIRA, IRMA;190;82;96640;0;0;01/02/2012;31/07/2014;Encerrado;18/07/2014;17/01/2012;
13072017;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;6016.2017/0052244-6;300320;CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO;12.807.206/0001-07;400631;CEI INDIR - MARIA DE BELEM;172;74;209337,02;0;0;01/01/2023;31/12/2027;Aprovado;28/12/2017;29/12/2017;
1751;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2014-0.159.895-8;300320;CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO;12.807.206/0001-07;400631;CEI INDIR - MARIA DE BELEM;175;53;116254,18;0;0;01/02/2017;31/08/2019;Encerrado;25/03/2015;25/08/2014;31/12/2017
653;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2009-0.159.093-9;300320;CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO;12.807.206/0001-07;400631;CEI INDIR - MARIA DE BELEM;199;110;104780;0;0;01/02/2012;31/07/2014;Encerrado;16/07/2014;16/02/2012;
1852017;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;6016.2017/0059008-5;300698;COMUNIDADE CANTINHO DA PAZ;12.807.206/0001-07;400714;CEI INDIR - MARTA TEREZINHA GODINHO;150;84;195773,4;0;0;01/01/2023;31/12/2027;Aprovado;02/10/2017;29/12/2017;
684;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2014-0.082.557-8;300698;COMUNIDADE CANTINHO DA PAZ;12.807.206/0001-07;400714;CEI INDIR - MARTA TEREZINHA GODINHO;154;66;106091,94;0;0;29/10/2016;28/04/2019;Encerrado;18/07/2014;29/04/2014;31/12/2017
12912017;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;6016.2017/0053610-2;300299;CENTRO DE ASS E PROMOCAO SOCIAL NOSSO LAR;08.827.445/0001-51;400395;CEI INDIR - MOOCA;168;55;160174,15;0;0;01/01/2018;31/12/2022;Encerrado;28/12/2017;29/12/2017;05/07/2018
7022018;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;6016.2018/0038715-0;300944;INSTITUTO BRASILEIRO DE EDUCACAO CULTURA E MEIO AMBIENTE;08.827.445/0001-51;400853;CEI INDIR - MOOCA;157;72;195958,22;0;0;06/07/2018;05/07/2023;Encerrado;05/07/2018;06/07/2018;31/12/2020
3512020;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;6016.2020/0108159-7;800567;INSTITUTO JOSE MARQUES FILHO - IMAFE;08.827.445/0001-51;400853;CEI INDIR - MOOCA;163;54;192502,88;0;0;01/01/2021;31/12/2025;Aprovado;22/12/2020;23/12/2020;
1044;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2012-0.319.680-2;300299;CENTRO DE ASS E PROMOCAO SOCIAL NOSSO LAR;08.827.445/0001-51;400395;CEI INDIR - MOOCA;168;55;98619,34;0;0;01/07/2015;31/12/2017;Encerrado;05/08/2014;20/01/2014;31/12/2017
11522017;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;6016.2017/0054514-4;300676;ASSOCIAÇÃO PROJETO RAÍZES;08.827.445/0001-51;400399;CEI INDIR - PARI;227;92;263389,42;0;0;01/01/2023;31/12/2027;Aprovado;26/12/2017;29/12/2017;
885;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2012-0.341.954-2;300676;ASSOCIAÇÃO PROJETO RAÍZES;14.688.773/0001-17;400399;CEI INDIR - PARI;154;59;93639,74;0;0;01/07/2015;31/12/2017;Encerrado;30/07/2014;28/12/2012;31/12/2017
13042017;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;6016.2017/0058629-0;300428;CRUZADA PRO INFANCIA;14.688.773/0001-17;400630;CEI INDIR - PENHA;207;55;229467,57;0;0;01/01/2023;31/12/2027;Aprovado;28/12/2017;29/12/2017;
649;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2009-0.139.426-9;300428;CRUZADA PRO INFANCIA;14.688.773/0001-17;400630;CEI INDIR - PENHA;222;82;146306,18;0;0;30/01/2017;29/07/2019;Encerrado;16/07/2014;10/01/2012;31/12/2017
5642017;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;6016.2017/0052484-8;300884;ASS BENEFICENTE CLUBE DE MAES PEQUENO RODRIGO;05.100.338/0001-39;400405;CEI INDIR - PENHA - BOM JESUS;118;39;148016,79;0;0;01/01/2023;31/12/2027;Aprovado;28/11/2017;29/12/2017;
882;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2013-0.161.798-5;300884;ASS BENEFICENTE CLUBE DE MAES PEQUENO RODRIGO;14.865.317/0001-03;400405;CEI INDIR - PENHA - BOM JESUS;118;35;78502,02;0;0;19/01/2016;18/07/2018;Encerrado;30/07/2014;19/07/2013;31/12/2017
1082017;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;6016.2017/0055392-9;300726;SERVICO DE ASSISTENCIA A FAMILIA CASA DA EDITINHA;05.100.338/0001-39;400720;CEI INDIR - PILAR FUENTES ROMEU;136;60;172918,16;0;0;01/01/2023;31/12/2027;Aprovado;25/08/2017;15/12/2017;
809;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2014-0.028.552-2;300726;SERVICO DE ASSISTENCIA A FAMILIA CASA DA EDITINHA;08.871.472/0001-21;400720;CEI INDIR - PILAR FUENTES ROMEU;144;48;93349,74;0;0;12/08/2016;11/02/2019;Encerrado;29/07/2014;10/02/2014;31/12/2017
